Symbol,Current Price,Date,Time,Change,Open,High,Low,Volume,Trade Date,Purchase Price,Quantity,Commission,High Limit,Low Limit,Comment
FPRWNX,11.7555,2017/08/04,17:00 EDT,0.1728,,,,,,,,,,,
FWHCBX,9.7926,2015/03/13,20:01 EDT,0.1447,,,,,,,,,,,
FJMPAX,15.1716,2011/12/30,20:01 EST,0.2248,,,,,,,,,,,
FRUSTX,7.5763,2015/01/21,20:01 EST,0.1127,,,,,,,,,,,
SSMVX,26.76,2015/10/23,18:45 EDT,0.39999962,,,,,,,,,,,
TSCCX,6.69,2017/08/04,16:58 EDT,0.1,,,,,,,,,,,
FNKEAX,9.489,2015/08/05,20:01 EDT,0.1439,,,,,,,,,,,
FPNOIX,10.1151,2015/07/22,20:01 EDT,0.1539,,,,,,,,,,,
VKEQTX,10.7485,2011/06/16,20:01 EDT,0.1640997,,,,,,,,,,,
FITLOX,9.963,2015/03/13,20:01 EDT,0.1525,,,,,,,,,,,
BMVIX,11.19,2017/08/04,17:16 EDT,0.11,,,,,,,,,,,
FPOMIX,8.6301,2014/10/03,20:01 EDT,0.1327,,,,,,,,,,,
BMVSX,11.16,2017/08/04,17:16 EDT,0.11,,,,,,,,,,,
FZTYWX,10.7567,2016/12/29,20:01 EST,0.1657,,,,,,,,,,,
UGPIX,16.35,2017/08/04,17:20 EDT,0.15,,,,,,,,,,,
SMGPBX,10.3052,2015/10/28,20:01 EDT,0.1592,,,,,,,,,,,
FRUQPX,12.3984,2017/05/11,20:01 EDT,0.1916,,,,,,,,,,,
FOECWX,11.6603,2017/05/11,20:01 EDT,0.1803,,,,,,,,,,,
FMHKTX,8.9098,2015/09/09,20:01 EDT,0.1392,,,,,,,,,,,
SMHCAX,11.4062,2017/08/04,16:54 EDT,0.1787,,,,,,,,,,,
FSKJMX,9.6443,2015/09/16,20:01 EDT,0.1516,,,,,,,,,,,
WFGTX,14.59,2015/10/23,18:45 EDT,0.2300005,,,,,,,,,,,
FIEWLX,7.9478,2017/08/03,20:01 EDT,0.1256,,,,,,,,,,,
CHESX,15.67,2016/06/30,07:24 EDT,0.25,,,,,,,,,,,
TSSEGX,8.1275,2016/12/30,20:01 EST,0.1298,,,,,,,,,,,
ASVAX,5.62,2016/05/23,05:30 EDT,0.09,,,,,,,,,,,
EVGIX,15.57,2017/08/04,17:31 EDT,0.25,,,,,,,,,,,
TSDSGX,10.3743,2016/12/30,20:01 EST,0.1666,,,,,,,,,,,
CDOWUX,10.5769,2016/12/30,20:01 EST,0.1704,,,,,,,,,,,
WFSBX,37.23,2017/01/24,20:01 EST,0.6,,,,,,,,,,,
EVGBX,15.47,2017/08/04,17:31 EDT,0.25,,,,,,,,,,,
EXMCX,14.22,2015/12/04,20:00 EST,0.23,,,,,,,,,,,
FAIROX,9.18,2014/10/03,20:01 EDT,0.1489,,,,,,,,,,,
ALBVX,8.63,2015/10/15,18:45 EDT,0.14000034,,,,,,,,,,,
SLGIX,16.56,2015/10/23,18:45 EDT,0.26999855,,,,,,,,,,,
RSVTX,5.52,2016/05/23,05:38 EDT,0.09,,,,,,,,,,,
ISMCCX,10.7018,2017/08/04,17:26 EDT,0.1754,,,,,,,,,,,
CAVIX,6.06,2016/05/23,06:15 EDT,0.1,,,,,,,,,,,
FPSTAX,6.0455,2017/02/03,20:01 EST,0.1,,,,,,,,,,,
SMMHBX,9.1828,2017/08/03,20:01 EDT,0.152,,,,,,,,,,,
APVCX,4.81,2016/05/23,05:30 EDT,0.08,,,,,,,,,,,
EIMCX,14.42,2015/12/04,20:00 EST,0.24,,,,,,,,,,,
CMAZX,6.0,2016/05/23,06:17 EDT,0.1,,,,,,,,,,,
ASVBX,4.79,2016/05/23,05:30 EDT,0.08,,,,,,,,,,,
FNUHGX,7.9295,2015/02/13,20:01 EST,0.1327,,,,,,,,,,,
FBIAHX,9.8988,2015/05/26,20:01 EDT,0.1657,,,,,,,,,,,
FSCRWX,7.1747,2016/12/29,20:01 EST,0.1202,,,,,,,,,,,
CMAYX,5.96,2016/05/23,06:17 EDT,0.1,,,,,,,,,,,
FDLANX,8.6788,2017/08/03,20:01 EDT,0.146,,,,,,,,,,,
CGROJX,10.628,2015/08/26,20:01 EDT,0.1789,,,,,,,,,,,
FHOTMX,9.2549,2015/02/13,20:01 EST,0.156,,,,,,,,,,,
FEORKX,9.3951,2016/03/24,20:01 EDT,0.1589,,,,,,,,,,,
FRLBOX,11.45,2014/10/27,11:00 EDT,0.1942,,,,,,,,,,,
FUEGHX,12.2681,2014/11/17,20:01 EST,0.2082,,,,,,,,,,,
FSLTVX,8.4583,2017/05/15,20:01 EDT,0.1442,,,,,,,,,,,
FCIHRX,8.5165,2015/06/29,20:01 EDT,0.1458,,,,,,,,,,,
RSGLX,5.83,2016/05/23,05:37 EDT,0.1,,,,,,,,,,,
FZITRX,6.1373,2016/09/07,20:01 EDT,0.1054,,,,,,,,,,,
DRAFX,9.89,2017/08/04,17:15 EDT,0.17,,,,,,,,,,,
BENUX,7.56,2017/08/04,17:31 EDT,0.13,,,,,,,,,,,
FBSRDX,10.4021,2014/06/18,20:01 EDT,0.1797,,,,,,,,,,,
ALQDX,16.74,2015/11/12,18:45 EST,0.289999,,,,,,,,,,,
EBMCX,12.1,2015/12/04,20:00 EST,0.21,,,,,,,,,,,
ECMCX,12.09,2015/12/04,20:00 EST,0.21,,,,,,,,,,,
RSVRX,5.75,2016/05/23,05:38 EDT,0.1,,,,,,,,,,,
RREIX,12.61,2017/08/04,17:34 EDT,0.22,,,,,,,,,,,
DFZRX,24.56,2017/08/04,17:27 EDT,0.43,,,,,,,,,,,
DFDIX,24.55,2017/08/04,17:27 EDT,0.43,,,,,,,,,,,
FBMLEX,10.6118,2016/09/07,20:01 EDT,0.1862,,,,,,,,,,,
CMEACX,7.8269,2016/12/30,20:01 EST,0.1377,,,,,,,,,,,
BRDZX,13.07,2017/08/04,17:32 EDT,0.02,,,,,,,,,,,
DFRIX,16.95,2017/08/04,17:27 EDT,0.3,,,,,,,,,,,
FLYICX,10.2984,2016/12/29,20:01 EST,0.1831,,,,,,,,,,,
FBARIX,10.7787,2015/07/14,20:01 EDT,0.1917,,,,,,,,,,,
FLQNUX,10.2396,2014/10/03,20:01 EDT,0.183,,,,,,,,,,,
FGINGX,10.6342,2017/05/11,20:01 EDT,0.1902,,,,,,,,,,,
TSZDGX,8.6723,2016/12/30,20:01 EST,0.1555,,,,,,,,,,,
DEEVX,9.47,2017/08/04,17:27 EDT,0.17,,,,,,,,,,,
FABLNX,7.7383,2015/03/18,20:01 EDT,0.1394,,,,,,,,,,,
TTNVX,7.77,2015/12/30,19:29 EST,0.13999987,,,,,,,,,,,
RJPNCX,9.8082,2017/01/12,20:01 EST,0.177,,,,,,,,,,,
CZRSCX,8.5616,2016/12/30,20:01 EST,0.1554,,,,,,,,,,,
FAHJNX,9.7621,2014/10/03,20:01 EDT,0.1784,,,,,,,,,,,
RSCVX,5.95,2016/05/23,05:37 EDT,0.11,,,,,,,,,,,
XNDPX,12.72,2017/08/04,17:41 EDT,0.24,,,,,,,,,,,
FCKHOX,7.7991,2015/01/26,20:01 EST,0.1482,,,,,,,,,,,
ETCHX,23.14,2017/08/04,17:12 EDT,0.44,,,,,,,,,,,
FLCIX,7.4823,2016/03/11,18:45 EST,0.14229965,,,,,,,,,,,
TREFX,6.82,2015/08/28,18:36 EDT,0.13000011,,,,,,,,,,,
ETNHX,24.02,2017/08/04,17:12 EDT,0.46,,,,,,,,,,,
FGMOIX,10.7952,2016/09/07,20:01 EDT,0.2087,,,,,,,,,,,
FOYAHX,10.4437,2016/12/29,20:01 EST,0.2028,,,,,,,,,,,
MCDNX,15.0016,2016/02/12,18:45 EST,0.29160023,,,,,,,,,,,
FDGYVX,8.2075,2015/03/10,20:01 EDT,0.1596,,,,,,,,,,,
PCPRX,4.6,2016/01/21,18:45 EST,0.089999676,,,,,,,,,,,
MCDRX,14.9936,2016/02/12,18:45 EST,0.29360008,,,,,,,,,,,
BFGIX,15.23,2017/08/04,17:30 EDT,-0.03,,,,,,,,,,,
IVENCNX,16.25,2017/08/04,17:33 EDT,0.32,,,,,,,,,,,
FRIAEX,8.0785,2014/10/03,20:01 EDT,0.16,,,,,,,,,,,
FLCAX,7.4271,2016/03/11,18:45 EST,0.14709997,,,,,,,,,,,
CLIDX,9.52,2016/02/12,18:45 EST,0.19000053,,,,,,,,,,,
WCPSX,65.5,2017/08/04,17:43 EDT,1.31,,,,,,,,,,,
WCPIX,77.92,2017/08/04,17:43 EDT,1.56,,,,,,,,,,,
FLEHOX,7.6499,2015/01/30,20:01 EST,0.1532,,,,,,,,,,,
ADENX,14.44,2016/12/23,10:49 EST,0.29,,,,,,,,,,,
FABESX,8.3202,2016/03/29,20:01 EDT,0.1678,,,,,,,,,,,
STMAX,9.85,2017/08/03,20:01 EDT,0.2,,,,,,,,,,,
FKLICX,8.4316,2015/02/11,20:01 EST,0.1721,,,,,,,,,,,
SMHDDX,10.3674,2015/03/18,20:01 EDT,0.212,,,,,,,,,,,
TREIX,6.83,2015/08/28,18:36 EDT,0.13999987,,,,,,,,,,,
ASIMX,12.38,2017/08/04,16:57 EDT,-0.03,,,,,,,,,,,
FTGUHX,9.8752,2016/12/29,20:01 EST,0.2077,,,,,,,,,,,
FMRAOX,8.5026,2015/02/11,20:01 EST,0.1808,,,,,,,,,,,
FPEGIX,9.4923,2015/01/28,20:01 EST,0.2021,,,,,,,,,,,
FGRLEX,9.3525,2015/01/21,20:01 EST,0.2017,,,,,,,,,,,
EURSCX,8.0678,2016/02/12,20:01 EST,0.1759,,,,,,,,,,,
INEDHX,8.0091,2015/09/09,20:01 EDT,0.1749,,,,,,,,,,,
CWSVX,15.47,2016/07/05,16:03 EDT,0.34,,,,,,,,,,,
WFTZX,10.82,2015/10/23,18:45 EDT,0.23999977,,,,,,,,,,,
AMREX,4.03,2017/08/04,17:12 EDT,0.09,,,,,,,,,,,
FOBTJX,9.156,2015/08/07,20:01 EDT,0.2078,,,,,,,,,,,
FTHCIX,8.908,2015/02/11,20:01 EST,0.2031,,,,,,,,,,,
FCRAFX,9.9681,2014/10/03,20:01 EDT,0.2284,,,,,,,,,,,
RYAOX,22.22,2015/09/30,18:45 EDT,0.5100002,,,,,,,,,,,
FABYZX,9.5363,2015/10/23,20:01 EDT,0.2208,,,,,,,,,,,
FYNALX,5.066,2015/04/23,20:01 EDT,0.1174,,,,,,,,,,,
ANOBX,12.05,2015/10/15,18:45 EDT,0.27999973,,,,,,,,,,,
CACETX,11.4436,2015/08/26,20:01 EDT,0.2702,,,,,,,,,,,
FYERTX,8.6838,2015/01/23,20:01 EST,0.2068,,,,,,,,,,,
FAETMX,8.1144,2015/02/13,20:01 EST,0.1933,,,,,,,,,,,
TEFQX,8.69,2017/08/04,17:31 EDT,0.21,,,,,,,,,,,
FJRNAX,8.9689,2015/06/08,20:01 EDT,0.2169,,,,,,,,,,,
FREATX,8.9663,2015/06/08,20:01 EDT,0.2175,,,,,,,,,,,
CSSBX,24.28,2017/08/04,17:30 EDT,0.59,,,,,,,,,,,
EKWBX,30.79,2017/05/05,20:00 EDT,0.76,,,,,,,,,,,
FCYHJX,7.8779,2015/12/02,20:01 EST,0.1946,,,,,,,,,,,
JSIGX,18.58,2017/08/04,17:16 EDT,0.47,,,,,,,,,,,
JSCGX,18.35,2017/08/04,17:16 EDT,0.47,,,,,,,,,,,
FZYQPX,10.5673,2016/07/29,18:45 EDT,0.2841997,,,,,,,,,,,
FACDRX,7.6483,2015/01/21,20:01 EST,0.2068,,,,,,,,,,,
FDHKSX,8.3448,2016/12/29,20:01 EST,0.2269,,,,,,,,,,,
RYNAX,40.3,2015/09/30,18:45 EDT,1.1100006,,,,,,,,,,,
FSVRUX,4.5029,2015/01/30,20:01 EST,0.1313,,,,,,,,,,,
FLOGCX,8.9609,2015/01/21,20:01 EST,0.2697,,,,,,,,,,,
FAPREX,9.2069,2015/01/21,20:01 EST,0.28,,,,,,,,,,,
FWPRQX,6.3658,2015/03/11,20:01 EDT,0.1957,,,,,,,,,,,
FEMPLX,6.8193,2017/07/07,20:01 EDT,0.2138,,,,,,,,,,,
MCRIX,6.97,2017/08/03,20:01 EDT,0.22,,,,,,,,,,,
MCRNX,6.93,2017/08/03,20:01 EDT,0.22,,,,,,,,,,,
MCRAX,6.89,2017/08/03,20:01 EDT,0.22,,,,,,,,,,,
DVLAX,9.7,2016/01/22,18:45 EST,0.30999947,,,,,,,,,,,
DICVX,9.64,2016/01/22,18:45 EST,0.31000042,,,,,,,,,,,
DIRVX,9.59,2016/01/22,18:45 EST,0.31000042,,,,,,,,,,,
ELKWAX,10.80875,2017/08/03,20:01 EDT,0.35421,,,,,,,,,,,
MCRCX,6.7,2017/08/03,20:01 EDT,0.22,,,,,,,,,,,
XREHOX,106.1,2016/11/22,20:01 EST,3.52,,,,,,,,,,,
XREHUX,106.65,2016/11/22,20:01 EST,3.54,,,,,,,,,,,
FPADEX,4.4505,2015/03/04,20:01 EST,0.148,,,,,,,,,,,
CENPOX,6.3677,2015/08/26,20:01 EDT,0.214,,,,,,,,,,,
INEDIX,8.7827,2015/12/09,20:01 EST,0.3124,,,,,,,,,,,
CMLPDX,5.0781,2015/12/23,20:01 EST,0.1911,,,,,,,,,,,
FZVHUX,5.0506,2015/01/28,20:01 EST,0.1933,,,,,,,,,,,
FMLLKX,7.5551,2014/10/03,20:01 EDT,0.3097,,,,,,,,,,,
CIFVX,10.0,2016/11/22,20:00 EST,0.45,,,,,,,,,,,
CRFVX,10.0,2016/11/22,20:00 EST,0.5,,,,,,,,,,,
FGDBX,22.9,2016/06/27,09:29 EDT,1.18,,,,,,,,,,,
FHTSJX,9.2996,2015/05/04,11:27 EDT,0.552,,,,,,,,,,,
PVVVX,11.75,2017/08/03,20:01 EDT,1.71,,,,,,,,,,,
INNTBX,10.9348,2017/08/03,20:01 EDT,1.6133,,,,,,,,,,,
GCSFX,12.17,2017/04/03,20:00 EDT,2.16,,,,,,,,,,,
MMZYX,8.33,2017/08/03,20:01 EDT,1.66,,,,,,,,,,,
PNNUX,13.61,2017/08/03,20:01 EDT,3.57,,,,,,,,,,,
YYYYYX,18.4917,2017/08/03,20:01 EDT,5.292,,,,,,,,,,,
FRJIX,270.0,2017/08/03,20:00 EDT,220.25,,,,,,,,,,,
XZTSX,5.0,2017/08/03,20:01 EDT,4.1,,,,,,,,,,,
PHYYX,812.42,2017/05/23,20:00 EDT,804.94,,,,,,,,,,,
LBHRX,8.92,2017/08/03,20:01 EDT,0.28,,,,,,,,,,,
FAHBMX,11.6106,2017/07/07,20:01 EDT,11.610588,,,,,,,,,,,
ZZZZEX,888.88,2017/08/03,20:00 EDT,888.8791,,,,,,,,,,,
XZZZWX,55.5555,2017/08/03,20:01 EDT,55.555443,,,,,,,,,,,
FWRBGX,10.2194,2017/06/12,20:01 EDT,10.21939,,,,,,,,,,,
XZZZUX,3333.33,2017/08/03,20:01 EDT,3333.3267,,,,,,,,,,,
ZZZZBX,777.77,2017/08/03,20:00 EDT,777.7692,,,,,,,,,,,
BHBHX,5.16,2017/08/03,20:00 EDT,5.1599946,,,,,,,,,,,
QPVTPX,9.5,2017/06/07,20:00 EDT,9.49999,,,,,,,,,,,
FSULMX,10.5632,2017/07/07,20:01 EDT,10.5631895,,,,,,,,,,,
XBLCX,9.61,2017/08/03,20:01 EDT,9.60999,,,,,,,,,,,
XZZZYX,1234.1234,2017/08/03,20:01 EDT,1234.1222,,,,,,,,,,,
XZZZTX,2222.22,2017/08/03,20:01 EDT,2222.2178,,,,,,,,,,,
XZZZSX,1111.11,2017/08/03,20:01 EDT,1111.1089,,,,,,,,,,,
VKVLLX,8.73017,2017/08/03,20:01 EDT,8.730162,,,,,,,,,,,
QZZZYX,101.0,2017/08/03,20:00 EDT,1.0,,,,,,,,,,,
FPBQEX,11.657,2017/07/07,20:01 EDT,11.656988,,,,,,,,,,,
INNGAX,9.7815,2017/08/03,20:01 EDT,9.78149,,,,,,,,,,,
SPPPX,10.79,2017/08/03,20:01 EDT,10.789989,,,,,,,,,,,
XZZZVX,444.4444,2017/08/03,20:01 EDT,444.44397,,,,,,,,,,,
QZZZZX,1525.1234,2017/08/03,20:00 EDT,1525.122,,,,,,,,,,,
SUNGX,10.0,2017/08/03,20:01 EDT,0.0,,,,,,,,,,,
NNNOX,32.01,2017/08/03,20:01 EDT,32.009968,,,,,,,,,,,
ZZZZAX,6666.6665,2017/08/03,20:00 EDT,6666.66,,,,,,,,,,,
