RESULT_COUNT: 3074,PAGE_SIZE: 10000,CURRENT_PAGE: 1,TOTAL_PAGES: 1,API_CALL_CREDITS: 1
TICKER,FIGI_TICKER,FIGI,DATE,OPEN,HIGH,LOW,CLOSE,VOLUME,EX_DIVIDEND,SPLIT_RATIO,ADJ_OPEN,ADJ_HIGH,ADJ_LOW,ADJ_CLOSE,ADJ_VOLUME
PMD,PMD:US,BBG000DL6MG6,2017-02-27,21.1,21.99,21.08,21.89,27411.0,0.0,1.0,20.933596214511,21.8165772870662,20.9137539432177,21.7173659305994,27411.0
PME,PME:US,BBG001YF63M9,2017-02-27,3.88,3.9,3.8,3.89,88842.0,0.0,1.0,3.86274223107175,3.88265327349996,3.78309806135893,3.87269775228585,88842.0
PMPT,PMPT:US,BBG00DLK2GM1,2017-02-27,24.8,24.8,24.8,24.8,20.0,0.0,1.0,24.8,24.8,24.8,24.8,20.0
PMTS,PMTS:UW,BBG009RY8P66,2017-02-27,4.45,4.4894,4.35,4.4,58393.0,0.0,1.0,4.3248496628804,4.36314159023264,4.22766203000668,4.27625584644354,58393.0
PNBK,PNBK:US,BBG000BL0V38,2017-02-27,14.65,14.65,14.65,14.65,231.0,0.0,1.0,14.6413262285376,14.6413262285376,14.6413262285376,14.6413262285376,231.0
PNFP,PNFP:UW,BBG000C1XV99,2017-02-27,69.85,70.75,69.6,70.55,337818.0,0.0,1.0,69.6976553980371,70.5956924754635,69.4482006543075,70.3961286804798,337818.0
PNK,PNK:UW,BBG000HCBJH2,2017-02-27,16.46,16.96,16.04,16.91,414335.0,0.0,1.0,16.46,16.96,16.04,16.91,414335.0
PNNT,PNNT:UW,BBG000QVX498,2017-02-27,8.57,8.59,8.48,8.56,425177.0,0.0,1.0,8.18106546917465,8.20015780399186,8.0951499624972,8.17151930176604,425177.0
PNQI,PNQI:US,BBG000DDK8Y9,2017-02-27,92.4,92.6399,92.131,92.57,12331.0,0.0,1.0,92.4,92.6399,92.131,92.57,12331.0
PNRA,PNRA:UW,BBG000G6D469,2017-02-27,231.31,232.35,228.8,230.91,251735.0,0.0,1.0,231.31,232.35,228.8,230.91,251735.0
PNRG,PNRG:US,BBG000C4BZQ9,2017-02-27,54.0,56.5,54.0,56.5,1297.0,0.0,1.0,54.0,56.5,54.0,56.5,1297.0
PNTR,PNTR:US,BBG000LHR1B4,2017-02-27,7.85,8.45,7.85,8.45,38072.0,0.0,1.0,7.85,8.45,7.85,8.45,38072.0
PODD,PODD:UW,BBG000R7Y3S0,2017-02-27,45.15,46.38,44.5,46.17,832086.0,0.0,1.0,45.15,46.38,44.5,46.17,832086.0
POLA,POLA:US,BBG00BN3PRL3,2017-02-27,9.05,9.1,8.7747,9.03,28993.0,0.0,1.0,9.05,9.1,8.7747,9.03,28993.0
POOL,POOL:UW,BBG000BCVRT5,2017-02-27,116.28,117.25,115.56,117.15,276187.0,0.0,1.0,115.62196930414,116.586480055989,114.906043797613,116.48704595786,276187.0
POPE,POPE:US,BBG000C32JJ5,2017-02-27,69.5,69.5,69.0,69.0,419.0,0.7,1.0,66.93,66.93,66.44,66.44,407.27
POWI,POWI:UW,BBG000BTTCQ7,2017-02-27,65.25,65.8,64.7,64.9,161959.0,0.0,1.0,65.113839618423,65.6626919063944,64.5649873304516,64.7645699806231,161959.0
POWL,POWL:UW,BBG000BRH4D6,2017-02-27,33.66,34.02,33.39,33.55,56991.0,0.0,1.0,33.4063304347826,33.7636173913044,33.1383652173913,33.2971594202899,56991.0
PPBI,PPBI:UW,BBG000BNSCR0,2017-02-27,40.75,41.1,40.25,40.9,253019.0,0.0,1.0,40.75,41.1,40.25,40.9,253019.0
PPC,PPC:UW,BBG000BFM7T2,2017-02-27,20.42,20.67,20.35,20.57,1844514.0,0.0,1.0,20.42,20.67,20.35,20.57,1844514.0
PPH,PPH:US,BBG000BCKT22,2017-02-27,55.88,56.23,55.88,56.12,109244.0,0.0,1.0,55.1231236594992,55.4683830238662,55.1231236594992,55.3598729379223,109244.0
PPHM,PPHM:US,BBG000JDWKY3,2017-02-27,0.5161,0.5723,0.5161,0.5709,6474744.0,0.0,1.0,3.6127,4.0061,3.6127,3.9963,924963.428571429
PPHMP,PPHMP:UW,,2017-02-27,19.0,20.3956,19.0,20.1,57734.0,0.0,1.0,19.0,20.3956,19.0,20.1,57734.0
PPIH,PPIH:US,BBG000C2YNT2,2017-02-27,8.1803,8.35,8.1803,8.35,4298.0,0.0,1.0,8.1803,8.35,8.1803,8.35,4298.0
PPSI,PPSI:US,BBG000CBVB20,2017-02-27,7.1,7.15,7.0,7.15,72478.0,0.0,1.0,7.1,7.15,7.0,7.15,72478.0
PRAA,PRAA:UW,BBG000BNV476,2017-02-27,41.15,42.125,40.9,41.9,376939.0,0.0,1.0,41.15,42.125,40.9,41.9,376939.0
PRAH,PRAH:UW,BBG00741JH27,2017-02-27,60.84,61.57,60.11,61.02,880583.0,0.0,1.0,60.84,61.57,60.11,61.02,880583.0
PRAN,PRAN:US,BBG000DK9TP0,2017-02-27,2.19,2.236,2.1543,2.2,10379.0,0.0,1.0,2.19,2.236,2.1543,2.2,10379.0
PRCP,PRCP:US,BBG000CRS9Q8,2017-02-27,8.02,8.063,7.551,7.9,96558.0,0.0,1.0,8.02,8.063,7.551,7.9,96558.0
PRFT,PRFT:UW,BBG000BVXND7,2017-02-27,17.9,18.05,17.68,17.96,166502.0,0.0,1.0,17.9,18.05,17.68,17.96,166502.0
PRFZ,PRFZ:US,BBG000KHNPR9,2017-02-27,117.62,118.65,117.33,118.58,37097.0,0.0,1.0,117.232382429748,118.258988057215,116.943338126869,118.189218742727,37097.0
PRGS,PRGS:UW,BBG000C4R3P4,2017-02-27,28.77,29.31,28.7,29.12,684210.0,0.125,1.0,28.6481138790036,29.1858261311642,28.5784104389087,28.9966310794781,684210.0
PRGX,PRGX:UW,BBG000G6SX41,2017-02-27,5.8,5.8,5.7,5.8,65609.0,0.0,1.0,5.8,5.8,5.7,5.8,65609.0
PRIM,PRIM:UW,BBG000BBM1H7,2017-02-27,25.12,25.57,25.1,25.49,222861.0,0.0,1.0,25.0059712260569,25.4539285131479,24.9860620132973,25.3742916621095,222861.0
PRKR,PRKR:US,BBG000BLPSV7,2017-02-27,2.15,2.25,2.061,2.2,449052.0,0.0,1.0,2.15,2.25,2.061,2.2,449052.0
PRMW,PRMW:US,BBG000QHMHX5,2017-02-27,14.33,14.54,14.1916,14.49,76659.0,0.0,1.0,14.33,14.54,14.1916,14.49,76659.0
PRN,PRN:US,BBG000Q27TY8,2017-02-27,52.74,52.8,52.63,52.79,5008.0,0.0,1.0,52.6313493003714,52.6912256932046,52.5215759135106,52.6812462943991,5008.0
PROV,PROV:UW,BBG000GSGBH0,2017-02-27,19.09,19.14,19.06,19.06,4083.0,0.0,1.0,18.9593154291732,19.0089731437599,18.9295208004213,18.9295208004213,4083.0
PRPH,PRPH:US,BBG000F5PGF2,2017-02-27,2.11,2.22,2.11,2.15,23655.0,0.0,1.0,2.11,2.22,2.11,2.15,23655.0
PRQR,PRQR:US,BBG006N8B830,2017-02-27,4.001,4.0299,4.0,4.0,21892.0,0.0,1.0,4.001,4.0299,4.0,4.0,21892.0
PRSC,PRSC:UW,BBG000P1CLC6,2017-02-27,41.69,42.15,41.43,41.59,67416.0,0.0,1.0,41.69,42.15,41.43,41.59,67416.0
PRSS,PRSS:UW,BBG001QZB231,2017-02-27,3.1,3.16,3.0,3.15,95282.0,0.0,1.0,3.1,3.16,3.0,3.15,95282.0
PRTA,PRTA:UW,BBG003PMQJT6,2017-02-27,53.25,58.17,53.0,58.01,311692.0,0.0,1.0,53.25,58.17,53.0,58.01,311692.0
PRTK,PRTK:US,BBG000R36RQ9,2017-02-27,15.15,15.35,14.95,15.25,256268.0,0.0,1.0,15.15,15.35,14.95,15.25,256268.0
PRTO,PRTO:US,BBG001ZLYSH5,2017-02-27,1.95,1.95,1.85,1.95,66533.0,0.0,1.0,1.95,1.95,1.85,1.95,66533.0
PRTS,PRTS:UW,BBG000N28885,2017-02-27,3.3,3.54,3.22,3.47,64245.0,0.0,1.0,3.3,3.54,3.22,3.47,64245.0
PRXL,PRXL:UW,BBG000FLPT05,2017-02-27,65.69,66.48,65.69,66.26,1090036.0,0.0,1.0,65.69,66.48,65.69,66.26,1090036.0
PSAU,PSAU:US,BBG000HZBBQ8,2017-02-27,20.54,20.7879,19.37,19.41,21343.0,0.0,1.0,20.528783690522,20.7765483193867,19.3594225942265,19.3994007513648,21343.0
PSC,PSC:US,BBG00DSQ66C0,2017-02-27,28.45,28.64,28.45,28.64,481.0,0.0,1.0,28.45,28.64,28.45,28.64,481.0
PSCC,PSCC:US,BBG000QM6D07,2017-02-27,67.68,68.07,67.41,67.9648,6023.0,0.0,1.0,67.6347961371445,68.0245356538922,67.3649764717038,67.9194059175798,6023.0
PSCD,PSCD:US,BBG000QM5ZT8,2017-02-27,52.1,52.39,52.0,52.35,12290.0,0.0,1.0,51.853335134215,52.1419621435993,51.7538085792549,52.1021515216153,12290.0
PSCE,PSCE:US,BBG000QM6Q44,2017-02-27,19.25,19.7564,19.2288,19.67,83033.0,0.0,1.0,19.25,19.7564,19.2288,19.67,83033.0
PSCF,PSCF:US,BBG000QM6ZZ0,2017-02-27,53.6402,53.7799,53.3505,53.72,9833.0,0.0,1.0,53.455288654071,53.5945070728124,53.1665873232951,53.5348135632733,9833.0
PSCH,PSCH:US,BBG000QM7C26,2017-02-27,78.31,79.49,78.31,79.43,7834.0,0.0,1.0,78.31,79.49,78.31,79.43,7834.0
PSCI,PSCI:US,BBG000QM7NH6,2017-02-27,56.53,57.26,56.53,57.26,3467.0,0.0,1.0,56.292464289834,57.0193968730921,56.292464289834,57.0193968730921,3467.0
PSCM,PSCM:US,BBG000QM8780,2017-02-27,47.163,47.2893,46.91,46.91,6252.0,0.0,1.0,47.0714335883542,47.1974883783847,46.8189247848885,46.8189247848885,6252.0
PSCT,PSCT:US,BBG000QM7X20,2017-02-27,73.23,73.25,72.73,72.9,49956.0,0.0,1.0,73.23,73.25,72.73,72.9,49956.0
PSCU,PSCU:US,BBG000QM8KJ9,2017-02-27,48.01,48.48,48.01,48.48,2762.0,0.0,1.0,48.01,48.48,48.01,48.48,2762.0
PSDV,PSDV:US,BBG000F90JX5,2017-02-27,1.76,1.82,1.76,1.78,67826.0,0.0,1.0,1.76,1.82,1.76,1.78,67826.0
PSEC,PSEC:UW,BBG000Q3RSJ3,2017-02-27,9.35,9.4,9.27,9.38,1851791.0,0.0,1.0,8.90767522680333,8.95530985368463,8.83145982379325,8.93625600293211,1851791.0
PSET,PSET:US,BBG00CGY1GM0,2017-02-27,27.1599,27.1599,27.1599,27.1599,1.0,0.0,1.0,27.1599,27.1599,27.1599,27.1599,1.0
PSIX,PSIX:UW,BBG000QDHKS9,2017-02-27,5.34,5.47,4.8,5.31,209590.0,0.0,1.0,5.34,5.47,4.8,5.31,209590.0
PSL,PSL:US,BBG000Q1Q3P6,2017-02-27,57.0,57.1546,56.98,57.1026,2245.0,0.0,1.0,56.902279189581,57.0566141433127,56.8823134775846,57.0047032921222,2245.0
PSMT,PSMT:UW,BBG000BTL1H9,2017-02-27,90.35,91.5,90.25,91.0,106388.0,0.0,1.0,90.35,91.5,90.25,91.0,106388.0
PSTB,PSTB:UW,BBG000BZCW32,2017-02-27,11.8,12.0,11.8,11.97,130525.0,0.0,1.0,11.7614379084967,11.9607843137255,11.7614379084967,11.9308823529412,130525.0
PSTI,PSTI:US,BBG000DQX509,2017-02-27,1.12,1.14,1.12,1.13,254899.0,0.0,1.0,1.12,1.14,1.12,1.13,254899.0
PTC,PTC:UW,BBG000C2VMR9,2017-02-27,55.1,55.12,54.5907,54.87,792326.0,0.0,1.0,55.1,55.12,54.5907,54.87,792326.0
PTCT,PTCT:UW,BBG004KT98C5,2017-02-27,13.25,13.68,12.97,13.53,707168.0,0.0,1.0,13.25,13.68,12.97,13.53,707168.0
PTEN,PTEN:UW,BBG000BKXQ08,2017-02-27,27.27,28.19,26.97,27.9,4309088.0,0.0,1.0,27.225013053872,28.1434953424515,26.92550795977,27.8539737514863,4309088.0
PTF,PTF:US,BBG000Q279Y2,2017-02-27,43.63,44.03,43.63,44.03,7863.0,0.0,1.0,43.63,44.03,43.63,44.03,7863.0
PTGX,PTGX:US,BBG002B63KM7,2017-02-27,14.45,14.74,14.05,14.42,24078.0,0.0,1.0,14.45,14.74,14.05,14.42,24078.0
PTH,PTH:US,BBG000Q26YD1,2017-02-27,53.35,54.39,53.35,54.38,7148.0,0.0,1.0,53.35,54.39,53.35,54.38,7148.0
PTI,PTI:US,BBG001CPMPK6,2017-02-27,14.7,14.84,14.21,14.79,126948.0,0.0,1.0,14.7,14.84,14.21,14.79,126948.0
PTIE,PTIE:UW,BBG000BKB7N9,2017-02-27,0.5647,0.6082,0.5602,0.584,185227.0,0.0,1.0,3.9529,4.2574,3.9214,4.088,26461.0
PTLA,PTLA:UW,BBG004FJG6B0,2017-02-27,33.5,35.135,33.18,34.99,1295841.0,0.0,1.0,33.5,35.135,33.18,34.99,1295841.0
PTNR,PTNR:UW,BBG000DGH0W5,2017-02-27,6.2,6.3399,6.1472,6.2231,12012.0,0.0,1.0,6.2,6.3399,6.1472,6.2231,12012.0
PTSI,PTSI:US,BBG000BRQJZ9,2017-02-27,18.92,19.109,18.66,18.92,9048.0,0.0,1.0,18.92,19.109,18.66,18.92,9048.0
PTX,PTX:US,BBG000BB4N07,2017-02-27,3.43,3.44,3.16,3.3,447639.0,0.0,1.0,3.43,3.44,3.16,3.3,447639.0
PTXP,PTXP:UW,BBG0077VKSX8,2017-02-27,15.73,16.07,15.66,15.95,167049.0,0.0,1.0,15.4515511551155,15.7855325532553,15.3827902790279,15.6676567656766,167049.0
PUB,PUB:US,BBG000QK7PK1,2017-02-27,26.8,26.8,26.6,26.7,22546.0,0.0,1.0,26.7179487179487,26.7179487179487,26.5185610409491,26.6182548794489,22546.0
PUI,PUI:US,BBG000JJZQF5,2017-02-27,27.25,27.25,27.015,27.0206,18063.0,0.0,1.0,26.8490449913646,26.8490449913646,26.6175027685033,26.6230203704097,18063.0
PULM,PULM:US,BBG003TH2QL1,2017-02-27,4.15,4.58,3.7114,4.58,1404096.0,0.0,1.0,4.15,4.58,3.7114,4.58,1404096.0
PVAC,PVAC:UW,BBG00F7W52J8,2017-02-27,49.7,49.74,48.834,49.19,11784.0,0.0,1.0,49.7,49.74,48.834,49.19,11784.0
PVBC,PVBC:US,BBG002PYB732,2017-02-27,19.0,19.7,19.0,19.65,6318.0,0.0,1.0,19.0,19.7,19.0,19.65,6318.0
PVTB,PVTB:UW,BBG000CZCLJ8,2017-02-27,56.64,57.55,56.57,56.93,863862.0,0.0,1.0,56.6301306847883,57.5399721205785,56.5601428820352,56.9200801533368,863862.0
PVTBP,PVTBP:UW,,2017-02-27,27.2501,27.2995,27.2501,27.299,415.0,0.0,1.0,27.2501,27.2995,27.2501,27.299,415.0
PWOD,PWOD:UW,BBG000BR1RX0,2017-02-27,49.0,49.5,49.0,49.42,8119.0,0.0,1.0,47.9581513378002,48.4475202290022,47.9581513378002,48.3692212064099,8119.0
PXI,PXI:US,BBG000Q21QD3,2017-02-27,40.04,41.04,40.04,40.88,19173.0,0.0,1.0,39.956705169862,40.954624879399,39.956705169862,40.7949577258731,19173.0
PXLW,PXLW:US,BBG000BQSKV0,2017-02-27,4.11,4.166,4.02,4.1,270514.0,0.0,1.0,4.11,4.166,4.02,4.1,270514.0
PXS,PXS:US,BBG008LH79Y7,2017-02-27,2.29,2.5,2.29,2.5,14967.0,0.0,1.0,2.29,2.5,2.29,2.5,14967.0
PY,PY:US,BBG00CGY1JK6,2017-02-27,29.24,29.266,29.16,29.2,2638.0,0.0,1.0,29.24,29.266,29.16,29.2,2638.0
PYDS,PYDS:US,BBG000CKGG53,2017-02-27,1.7073,1.7073,1.6,1.66,30256.0,0.0,1.0,1.7073,1.7073,1.6,1.66,30256.0
PYPL,PYPL:UW,BBG0077VNYG1,2017-02-27,42.89,42.89,42.35,42.64,5026742.0,0.0,1.0,42.89,42.89,42.35,42.64,5026742.0
PYZ,PYZ:US,BBG000Q1PSL6,2017-02-27,62.64,63.149,62.34,63.1,5439.0,0.0,1.0,62.5714437343564,63.0798866599756,62.271772068962,63.0309402879612,5439.0
PZRX,PZRX:US,BBG002030X41,2017-02-27,1.5135,1.64,1.47,1.584,16036.0,0.0,1.0,1.5135,1.64,1.47,1.584,16036.0
PZZA,PZZA:UW,BBG000BFWPQ4,2017-02-27,78.46,79.02,78.28,78.55,419524.0,0.0,1.0,78.267625352458,78.8262522986392,78.0880666911855,78.3574046830943,419524.0
QABA,QABA:US,BBG000N6XBP2,2017-02-27,53.45,53.5884,53.23,53.57,51749.0,0.0,1.0,53.45,53.5884,53.23,53.57,51749.0
QADA,QADA:UW,BBG001BP77Z8,2017-02-27,28.55,29.05,28.55,28.7,17254.0,0.0,1.0,28.4160323845684,28.9136861916537,28.4160323845684,28.565328526694,17254.0
QADB,QADB:UW,BBG000BWFBW0,2017-02-27,24.61,24.61,24.61,24.61,0.0,0.0,1.0,24.4952903042809,24.4952903042809,24.4952903042809,24.4952903042809,0.0
QAT,QAT:US,BBG006F3G5G7,2017-02-27,20.315,20.413,20.2325,20.3,1834.0,0.0,1.0,20.315,20.413,20.2325,20.3,1834.0
QBAK,QBAK:US,BBG000BPSCR5,2017-02-27,4.52,4.6936,4.35,4.35,14342.0,0.0,1.0,4.52,4.6936,4.35,4.35,14342.0
QCLN,QCLN:US,BBG000QX2HH0,2017-02-27,16.92,16.9899,16.8092,16.97,12705.0,0.0,1.0,16.92,16.9899,16.8092,16.97,12705.0
QCOM,QCOM:UW,BBG000CGCDW3,2017-02-27,56.56,56.98,56.31,56.73,7127599.0,0.53,1.0,56.0050129110002,56.4208917197452,55.7574660010329,56.1733448097779,7127599.0
QCRH,QCRH:US,BBG000BYZSM8,2017-02-27,44.35,44.65,43.9,44.2,18168.0,0.0,1.0,44.2526149835583,44.5519562348564,43.8036031066113,44.1029443579093,18168.0
QDEL,QDEL:UW,BBG000C6K1D3,2017-02-27,21.24,22.18,21.22,21.89,237365.0,0.0,1.0,21.24,22.18,21.22,21.89,237365.0
QGEN,QGEN:UW,BBG000GTZC67,2017-02-27,28.08,28.78,28.03,28.74,1239891.0,0.0,1.0,28.08,28.78,28.03,28.74,1239891.0
QINC,QINC:US,BBG0063G4D68,2017-02-27,23.7131,23.7699,23.7,23.74,4501.0,0.0,1.0,23.7131,23.7699,23.7,23.74,4501.0
QIWI,QIWI:UW,BBG004D37976,2017-02-27,14.33,14.33,13.96,13.98,433013.0,0.0,1.0,14.0345514273399,14.0345514273399,13.6721798971155,13.6917675473979,433013.0
QLC,QLC:US,BBG00B2VYSL2,2017-02-27,29.49,29.49,29.49,29.49,64.0,0.0,1.0,29.49,29.49,29.49,29.49,64.0
QLYS,QLYS:UW,BBG0033BHTJ3,2017-02-27,36.6,36.6,35.95,36.1,394346.0,0.0,1.0,36.6,36.6,35.95,36.1,394346.0
QNST,QNST:UW,BBG000S9Y4B1,2017-02-27,3.25,3.42,3.23,3.37,74281.0,0.0,1.0,3.25,3.42,3.23,3.37,74281.0
QQEW,QQEW:US,BBG000F9KBH8,2017-02-27,50.81,50.97,50.6779,50.97,20646.0,0.0,1.0,50.81,50.97,50.6779,50.97,20646.0
QQQ,QQQ:US,BBG000BSWKH7,2017-02-27,130.02,130.43,129.8,130.42,12008672.0,0.0,1.0,129.395449325069,129.803479891315,129.176506094401,129.793527926285,12008672.0
QQQC,QQQC:US,BBG000PZVT06,2017-02-27,22.64,23.25,22.64,23.25,5947.0,0.0,1.0,22.64,23.25,22.64,23.25,5947.0
QQQX,QQQX:UW,BBG007SRST82,2017-02-27,20.65,20.7099,20.62,20.7,121236.0,0.0,1.0,19.9908384045058,20.048826357069,19.9617960242571,20.0392423715869,121236.0
QQXT,QQXT:US,BBG000QX2SL1,2017-02-27,44.1,44.29,44.1,44.29,2555.0,0.0,1.0,44.1,44.29,44.1,44.29,2555.0
QRHC,QRHC:US,BBG000BBF461,2017-02-27,2.19,2.25,2.15,2.23,3477.0,0.0,1.0,2.19,2.25,2.15,2.23,3477.0
QRVO,QRVO:UW,BBG007TJF282,2017-02-27,66.28,67.66,65.6,67.62,1292784.0,0.0,1.0,66.28,67.66,65.6,67.62,1292784.0
QSII,QSII:UW,BBG000BRVJL8,2017-02-27,15.25,15.3137,14.96,15.28,1024814.0,0.0,1.0,15.25,15.3137,14.96,15.28,1024814.0
QTEC,QTEC:US,BBG000P4KXT7,2017-02-27,58.68,58.86,58.5285,58.86,125548.0,0.0,1.0,58.68,58.86,58.5285,58.86,125548.0
QTNA,QTNA:UW,BBG00F0RQ0Q9,2017-02-27,21.58,21.8274,21.0932,21.44,116873.0,0.0,1.0,21.58,21.8274,21.0932,21.44,116873.0
QTNT,QTNT:US,BBG00645YXJ0,2017-02-27,6.39,6.67,6.39,6.65,54001.0,0.0,1.0,6.39,6.67,6.39,6.65,54001.0
QTRH,QTRH:UW,BBG000DZ9WK5,2017-02-27,1.82,1.8363,1.761,1.81,40523.0,0.0,1.0,1.79351966359945,1.80958250454268,1.73537809208716,1.7836651599533,40523.0
QUIK,QUIK:US,BBG000BFGMQ9,2017-02-27,1.54,1.63,1.54,1.62,174586.0,0.0,1.0,1.54,1.63,1.54,1.62,174586.0
QUMU,QUMU:UW,BBG000BG4845,2017-02-27,2.1892,2.23,2.15,2.2,28665.0,0.0,1.0,2.1892,2.23,2.15,2.2,28665.0
QUNR,QUNR:UW,BBG005CHTJJ4,2017-02-27,30.39,30.49,30.39,30.45,57848.0,0.0,1.0,30.39,30.49,30.39,30.45,57848.0
QURE,QURE:UW,BBG005SSK316,2017-02-27,5.71,6.17,5.71,6.14,188958.0,0.0,1.0,5.71,6.17,5.71,6.14,188958.0
QVCA,QVCA:UW,BBG000PCS3J8,2017-02-27,19.95,20.05,19.74,19.95,5432790.0,0.0,1.0,19.95,20.05,19.74,19.95,5432790.0
QVCB,QVCB:UW,BBG000PCSLM4,2017-02-27,20.4,21.285,20.4,21.285,410.0,0.0,1.0,20.4,21.285,20.4,21.285,410.0
QYLD,QYLD:US,BBG005PCLCX8,2017-02-27,23.0,23.1,22.9955,23.09,20622.0,0.0,1.0,22.2606651811741,22.3574506819618,22.2563098336386,22.347772131883,20622.0
RADA,RADA:US,BBG000HQX6Z5,2017-02-27,1.21,1.25,1.21,1.23,41617.0,0.0,1.0,1.21,1.25,1.21,1.23,41617.0
RAIL,RAIL:UW,BBG000BC1ST6,2017-02-27,14.66,14.72,14.42,14.6,150764.0,0.0,1.0,14.5850340909091,14.6447272727273,14.3462613636364,14.5253409090909,150764.0
RAND,RAND:US,BBG000BRX8P6,2017-02-27,3.1893,3.2152,3.12,3.15,8081.0,0.0,1.0,3.1893,3.2152,3.12,3.15,8081.0
RARE,RARE:UW,BBG005KLVV24,2017-02-27,77.55,85.58,77.31,85.16,1120337.0,0.0,1.0,77.55,85.58,77.31,85.16,1120337.0
RARX,RARX:US,BBG0038P3DM3,2017-02-27,21.9389,21.9389,20.62,20.9,145783.0,0.0,1.0,21.9389,21.9389,20.62,20.9,145783.0
RAVE,RAVE:US,BBG000BFX8X3,2017-02-27,2.34,2.34,2.2,2.32,9550.0,0.0,1.0,2.34,2.34,2.2,2.32,9550.0
RAVN,RAVN:UW,BBG000CXR3Y0,2017-02-27,29.75,30.25,29.5,30.1,232119.0,0.0,1.0,29.5028596779665,29.9987060591088,29.2549364873953,29.8499521447661,232119.0
RBCAA,RBCAA:UW,BBG000BJMSG2,2017-02-27,35.6,35.84,35.03,35.56,20007.0,0.0,1.0,35.1696334306905,35.4067320830322,34.6065241313789,35.1301169886335,20007.0
RBCN,RBCN:UW,BBG000TC7J48,2017-02-27,0.58,0.59,0.5532,0.58,60588.0,0.0,1.0,5.8,5.9,5.532,5.8,6058.8
RBPAA,RBPAA:US,BBG000BRY9G3,2017-02-27,4.09,4.15,4.08,4.11,30322.0,0.0,1.0,4.09,4.15,4.08,4.11,30322.0
RCII,RCII:UW,BBG000BHQVF6,2017-02-27,8.65,8.77,8.5101,8.7,1260326.0,0.0,1.0,8.51768522089698,8.63584964014642,8.37992520212201,8.56692039558424,1260326.0
RCKY,RCKY:UW,BBG000BF2BM2,2017-02-27,11.3,11.4,11.3,11.35,11464.0,0.0,1.0,11.3,11.4,11.3,11.35,11464.0
RCMT,RCMT:US,BBG000BRYSR9,2017-02-27,5.81,6.04,5.81,5.93,17112.0,0.0,1.0,5.81,6.04,5.81,5.93,17112.0
RCON,RCON:US,BBG000MFD989,2017-02-27,1.3,1.33,1.2701,1.3,22205.0,0.0,1.0,1.3,1.33,1.2701,1.3,22205.0
RDCM,RDCM:US,BBG000KBY1T1,2017-02-27,17.6,18.3,17.6,18.3,51520.0,0.0,1.0,17.6,18.3,17.6,18.3,51520.0
RDHL,RDHL:US,BBG003RY91S7,2017-02-27,9.43,9.56,9.28,9.32,67076.0,0.0,1.0,9.43,9.56,9.28,9.32,67076.0
RDI,RDI:US,BBG000HS0VW5,2017-02-27,16.09,16.31,16.08,16.14,16036.0,0.0,1.0,16.09,16.31,16.08,16.14,16036.0
RDNT,RDNT:US,BBG000CXSF54,2017-02-27,5.95,6.1,5.95,6.0,65172.0,0.0,1.0,5.95,6.1,5.95,6.0,65172.0
RDUS,RDUS:US,BBG001Q9P0K9,2017-02-27,40.98,44.3,40.55,43.6,806915.0,0.0,1.0,40.98,44.3,40.55,43.6,806915.0
RDVY,RDVY:US,BBG005SW6WR1,2017-02-27,26.79,26.79,26.62,26.74,69571.0,0.0,1.0,26.79,26.79,26.62,26.74,69571.0
RDWR,RDWR:UW,BBG000BKX3F3,2017-02-27,15.77,15.879,15.64,15.64,207851.0,0.0,1.0,15.77,15.879,15.64,15.64,207851.0
RECN,RECN:UW,BBG000BHYXK7,2017-02-27,16.95,17.2,16.75,17.2,134009.0,0.0,1.0,16.8114784546805,17.0594353640416,16.6131129271917,17.0594353640416,134009.0
REFR,REFR:US,BBG000BS1F28,2017-02-27,1.74,1.74,1.7,1.72,14055.0,0.0,1.0,1.74,1.74,1.7,1.72,14055.0
REGI,REGI:UW,BBG001XFXV39,2017-02-27,8.4,8.85,8.4,8.7,255268.0,0.0,1.0,8.4,8.85,8.4,8.7,255268.0
REGN,REGN:UW,BBG000C75K91,2017-02-27,361.15,373.36,359.935,373.05,538564.0,0.0,1.0,361.15,373.36,359.935,373.05,538564.0
REIS,REIS:UW,BBG000BWCL15,2017-02-27,20.1,20.7,19.6,19.75,20709.0,0.0,1.0,19.7487599491523,20.3382751715151,19.25749726385,19.4048760694407,20709.0
RELL,RELL:UW,BBG000BS24X8,2017-02-27,6.2438,6.29,6.24,6.25,29077.0,0.0,1.0,6.1819801980198,6.22772277227723,6.17821782178218,6.18811881188119,29077.0
RELV,RELV:UW,BBG000BLW1G5,2017-02-27,5.79,6.37,5.74,5.74,7979.0,0.0,1.0,5.79,6.37,5.74,5.74,7979.0
RELY,RELY:UW,BBG0080XT800,2017-02-27,4.8,5.35,4.8,5.3,520577.0,0.0,1.0,4.8,5.35,4.8,5.3,520577.0
REPH,REPH:US,BBG005H82125,2017-02-27,7.34,7.94,7.34,7.84,87105.0,0.0,1.0,7.34,7.94,7.34,7.84,87105.0
RESN,RESN:US,BBG0067FMX08,2017-02-27,4.99,4.99,4.86,4.95,9647.0,0.0,1.0,4.99,4.99,4.86,4.95,9647.0
RETA,RETA:US,BBG000R33BD1,2017-02-27,26.38,26.9426,25.54,26.31,53092.0,0.0,1.0,26.38,26.9426,25.54,26.31,53092.0
